CAMPAÑA|ID_FINCA|ID_ZONA|ID_ESTACION|ALTITUD|VARIEDAD|MODO|TIPO|COLOR|SUPERFICIE|PRODUCCION
15|50946|919|14|650-660|59|1|0|1|0.0|2950.0
15|38795|464|14|650-660|40|2|0|1|0.0|423.64
15|78863|464|14|650-660|17|2|0|1|0.0|4124.158
15|43705|464|14|650-660|17|2|0|1|0.0|8440.0
15|93182|464|14|650-660|40|2|0|1|0.0|606.9
15|97677|464|14|650-660|87|1|0|0|0.0|3180.0
15|24404|464|14|650-660|32|2|0|1|0.0|48354.208
15|24404|464|14|650-660|17|2|0|1|0.0|29215.842
15|70378|464|14|650-660|9|2|0|0|0.0|4080.0
15|12622|464|14|650-660|17|2|0|1|0.0|3339.225
15|86582|464|14|650-660|17|1|0|1|0.0|63540.0
15|86582|464|14|650-660|59|1|0|1|0.0|14473.8
15|83472|464|14|650-660|17|1|0|1|0.0|36320.0
15|83472|464|14|650-660|59|1|0|1|0.0|88340.0
15|77984|464|14|650-660|17|2|0|1|0.0|6129.7314
15|77984|464|14|650-660|59|2|0|1|0.0|5462.928
15|77984|464|14|650-660|81|2|0|1|0.0|4460.457
15|13054|464|14|650-660|17|2|0|1|0.0|24596.2236
15|13054|464|14|650-660|59|2|0|1|0.0|18094.02
15|13054|464|14|650-660|81|2|0|1|0.0|8566.317
15|13802|464|3|650-660|59|2|0|1|0.0|330.0
15|1142|464|14|650-660|59|1|0|1|0.0|2128.5
15|16692|464|14|650-660|32|2|0|1|0.0|24268.318
15|16692|464|14|650-660|17|2|0|1|0.0|6129.7314
15|16692|464|14|650-660|59|2|0|1|0.0|5648.112
15|78846|464|14|650-660|17|2|0|1|0.0|4676.529
15|78846|464|14|650-660|59|2|0|1|0.0|6921.252
15|59317|464|14|650-660|17|2|0|1|0.0|6995.469
15|59317|464|14|650-660|59|2|0|1|0.0|5640.396
15|83605|464|14|650-660|59|2|0|1|0.0|3270.0
15|75065|464|14|650-660|59|1|0|1|0.0|3831.3
15|18976|464|14|650-660|32|2|0|1|0.0|19850.0
15|25825|464|14|650-660|17|1|0|1|0.0|2398.304
15|92531|464|14|650-660|59|1|0|1|0.0|2110.0
15|92531|464|14|650-660|59|2|0|1|0.0|3910.0
15|80506|464|14|650-660|40|2|0|1|0.0|669.46
15|33751|464|14|650-660|17|1|0|1|0.0|4030.0
15|68025|464|14|650-660|17|1|0|1|0.0|3120.0
15|70951|464|14|650-660|17|1|0|1|0.0|4570.0
15|42732|82|14||17|1|0|1|0.0|7090.0
15|83373|898|8|700|81|1|0|1|0.0|6291.2
15|86971|411|8|690|81|1|0|1|0.0|3370.0
15|36535|186|8|695|17|1|0|1|0.0|1210.0
15|75318|165|8|700|59|1|0|1|0.0|7580.0
15|18632|165|8|700|52|2|0|1|0.0|25390.0
15|16613|165|8|700|17|1|0|1|0.0|9521.696
15|80453|165|8|700|81|1|0|1|0.0|3190.0
15|94968|428|3|730|32|2|0|1|0.0|23730.0
15|79301|592|17|820|59|1|0|1|0.0|3203.5
15|27102|592|17|820|59|1|0|1|0.0|4246.5
15|19515|973|2|500|32|2|0|1|0.0|19544.0
15|35465|964|2|500|32|2|0|1|0.0|13960.0
15|37826|964|2|500|32|2|0|1|0.0|17310.4
15|37826|964|2|500|17|2|0|1|0.0|77280.0
15|49672|828|2|500|32|2|0|1|0.0|5025.6
15|72277|44|7|620-640|17|1|0|1|0.0|328.0
15|72277|44|7|620-640|17|2|0|1|0.0|760.0
15|55814|44|7|620-640|17|1|0|1|0.0|16072.0
15|55814|44|7|620-640|81|1|0|1|0.0|9740.0
15|55814|44|7|620-640|32|2|0|1|0.0|29502.0
15|55814|44|7|620-640|40|2|0|1|0.0|32610.0
15|55814|44|7|620-640|17|2|0|1|0.0|37240.0
15|55814|44|7|620-640|81|2|0|1|0.0|14340.0
15|6321|44|7|620-640|59|1|0|1|0.0|6606.3
15|18939|44|7|620-640|59|1|0|1|0.0|4223.7
15|74473|44|7|620-640|59|2|0|1|0.0|15530.0
15|40200|44|7|620-640|68|1|0|0|0.0|2590.0
15|38272|44|7|620-640|87|1|0|0|0.0|5310.0
15|38272|44|7|620-640|17|1|0|1|0.0|6130.0
15|38272|44|7|620-640|81|1|0|1|0.0|15570.0
15|27629|44|7|620-640|32|2|0|1|0.0|12790.0
15|62733|44|7|620-640|59|2|0|1|0.0|1930.0
15|69264|44|7|620-640|32|2|0|1|0.0|19668.0
15|55404|899|16|640|81|1|0|1|0.0|18347.28
15|99693|899|16|640|81|1|0|1|0.0|14480.844
15|6544|899|16|640|81|1|0|1|0.0|185.724
15|93819|899|16|640|59|2|0|1|0.0|1930.0
15|91094|379|16|610-630|59|1|0|1|0.0|5827.3
15|37661|379|16|610-630|59|1|0|1|0.0|6134.0
15|2891|379|16|610-630|59|1|0|1|0.0|11961.3
15|3555|379|16|610-630|59|1|0|1|0.0|3373.7
15|72124|379|16|610-630|32|2|0|1|0.0|11755.0
15|18581|379|16|610-630|59|2|0|1|0.0|1930.0
15|13822|379|16|610-630|59|2|0|1|0.0|1930.0
15|23846|379|16|610-630|59|2|0|1|0.0|1930.0
15|57254|379|7|610-630|32|2|0|1|0.0|11960.0
15|57254|379|7|610-630|59|2|0|1|0.0|5690.0
15|80170|379|7|610-630|32|2|0|1|0.0|5127.5
15|80170|379|7|610-630|59|2|0|1|0.0|3520.0
15|3091|379|16|610-630|81|1|0|1|0.0|22365.672
15|35785|379|16|610-630|81|1|0|1|0.0|900.48
15|80479|379|7|610-630|52|2|0|1|0.0|23880.0
15|88517|379|16|610-630|87|1|0|0|0.0|8260.0
15|61928|379|16|610-630|81|1|0|1|0.0|19650.0
15|87201|379|16|610-630|59|1|0|1|0.0|3373.7
15|94886|726|7|610|17|1|0|1|0.0|5212.0
15|94886|726|7|610|32|2|0|1|0.0|20742.268
15|44512|726|7|610|32|2|0|1|0.0|20357.732
15|63181|726|7|610|68|1|0|0|0.0|6120.0
15|63181|726|7|610|17|1|0|1|0.0|7818.0
15|48816|726|7|610|17|1|0|1|0.0|9522.0
15|54915|726|7|610|15|2|0|1|0.0|7380.0
15|96975|726|7|610|59|1|0|1|0.0|3906.0
15|68761|726|7|610|17|1|0|1|0.0|6348.0
15|68761|726|7|610|59|1|0|1|0.0|5394.0
15|85950|474|7|620-630|9|2|0|0|0.0|9530.0
15|1270|474|7|620-630|9|2|0|0|0.0|9530.0
15|12869|474|7|620-630|81|2|0|1|0.0|22930.0
15|97777|474|7|620-630|17|1|0|1|0.0|4690.0
15|87878|474|7|620-630|15|2|0|1|0.0|19210.0
15|94554|893|7|580-600|68|1|0|0|0.0|18220.0
15|94554|893|7|580-600|59|2|0|1|0.0|7570.0
15|64499|893|7|580-600|32|2|0|1|0.0|10255.0
15|84904|893|7|580-600|32|2|0|1|0.0|5127.5
15|95008|893|7|580-600|17|1|0|1|0.0|5760.0
15|58150|893|7|580-600|52|2|0|1|0.0|5180.0
15|23668|893|7|580-600|59|2|0|1|0.0|10210.0
15|35287|893|7|580-600|68|1|0|0|0.0|3945.0
15|61978|893|7|580-600|17|1|0|1|0.0|17920.0
15|47401|893|7|580-600|68|1|0|0|0.0|3945.0
15|15624|355|15|660|81|1|0|1|0.0|645.0
15|26907|355|15|660|81|1|0|1|0.0|645.0
15|15575|100|15|655|59|1|0|1|0.0|9480.0
15|58567|506|7|600-620|17|2|0|1|0.0|17530.0
15|33248|506|16|600-620|17|1|0|1|0.0|23480.0
15|14470|506|7|600-620|59|1|0|1|0.0|1870.0
15|14470|506|7|600-620|32|2|0|1|0.0|58490.0
15|14470|506|7|600-620|17|2|0|1|0.0|22050.0
15|14470|506|7|600-620|59|2|0|1|0.0|6840.0
15|18139|506|7|600-620|17|1|0|1|0.0|7110.0
15|18139|506|7|600-620|59|1|0|1|0.0|2220.0
15|89440|506|7|600-620|40|2|0|1|0.0|16510.0
15|89440|506|7|600-620|26|2|0|1|0.0|3730.0
15|45489|506|16|600-620|32|2|0|1|0.0|33329.835
15|45489|506|16|600-620|26|2|0|1|0.0|4710.582
15|48877|506|16|600-620|32|2|0|1|0.0|62860.165
15|48877|506|16|600-620|52|2|0|1|0.0|29460.52
15|48877|506|16|600-620|59|2|0|1|0.0|32833.854
15|68089|506|16|600-620|26|2|0|1|0.0|5799.418
15|68089|506|16|600-620|52|2|0|1|0.0|38109.48
15|68089|506|16|600-620|59|2|0|1|0.0|43276.146
15|31153|990|18|650-680|32|2|0|1|0.0|5576.2
15|38454|990|18|650-680|32|2|0|1|0.0|5803.8
15|2821|990|18|650-680|59|2|0|1|0.0|24020.0
15|52475|990|18|650-680|59|1|0|1|0.0|6050.0
15|88005|844|18|680-720|52|2|0|1|0.0|17199.0
15|86193|844|18|680-720|59|1|0|1|0.0|10290.0
15|70752|849|5|680-720|84|2|0|0|0.0|16260.0
15|68343|849|5|680-720|81|1|0|1|0.0|1290.0
15|54960|849|5|680-720|68|1|0|0|0.0|26210.0
15|68936|849|5|680-720|87|1|0|0|0.0|4320.0
15|68936|849|5|680-720|40|2|0|1|0.0|7880.0
15|74003|849|5|680-720|59|2|0|1|0.0|19960.0
15|81073|849|5|680-720|32|2|0|1|0.0|9550.0
15|81073|849|5|680-720|40|2|0|1|0.0|5810.0
15|81073|849|5|680-720|52|2|0|1|0.0|15470.0
15|68718|849|5|680-720|52|2|0|1|0.0|9060.0
15|64042|849|5|680-720|59|1|0|1|0.0|28400.0
15|797|845|16|625-670|68|1|0|0|0.0|16960.0
15|797|845|16|625-670|59|1|0|1|0.0|36490.0
15|92218|845|16|625-670|68|1|0|0|0.0|6926.7
15|37952|845|16|625-670|81|1|0|1|0.0|5140.0
15|11799|845|16|625-670|59|1|0|1|0.0|8800.0
15|25422|845|16|625-670|59|1|0|1|0.0|2820.0
15|46560|845|16|625-670|68|1|0|0|0.0|5877.2
15|84948|845|16|625-670|68|1|0|0|0.0|8186.1
15|62968|845|16|625-670|59|1|0|1|0.0|248.5
15|14843|845|16|625-670|62|2|0|0|0.0|40505.316
15|80627|845|16|625-670|62|2|0|0|0.0|6714.684
15|80627|845|16|625-670|8|2|0|0|0.0|11104.212
15|80627|845|16|625-670|43|2|0|0|0.0|17960.0
15|45773|724|16|600-620|32|2|0|1|0.0|27970.0
15|87664|724|16|600-620|59|1|0|1|0.0|2682.4
15|77554|724|16|600-620|17|1|0|1|0.0|1530.0
15|87293|724|16|600-620|32|2|0|1|0.0|35265.0
15|87293|724|16|600-620|59|2|0|1|0.0|14157.8
15|9158|724|16|600-620|59|1|0|1|0.0|9240.0
15|4334|724|16|600-620|59|2|0|1|0.0|10252.2
15|35271|724|16|600-620|40|2|0|1|0.0|570.0
15|19605|724|16|600-620|17|1|0|1|0.0|13770.0
15|20934|724|16|600-620|59|1|0|1|0.0|6897.6
15|84482|272|16|600-670|81|1|0|1|0.0|22010.0
15|43254|272|16|600-670|59|1|0|1|0.0|4927.752
15|72027|272|5|600-670|81|1|1|1|0.0|1942.044
15|61076|272|16|600-670|32|2|0|1|0.0|1109.828
15|85946|272|16|600-670|59|1|0|1|0.0|1930.19
15|50528|272|5|600-670|59|1|1|1|0.0|10328.851
15|50528|272|5|600-670|4|2|1|1|0.0|40397.67
15|50528|272|5|600-670|52|2|1|1|0.0|12733.101
15|3860|272|5|600-670|52|2|0|1|0.0|28962.0
15|70620|272|16|600-670|59|1|0|1|0.0|1249.5
15|97861|272|5|600-670|59|1|0|1|0.0|1490.0
15|97861|272|5|600-670|59|2|0|1|0.0|2180.0
15|72130|272|5|600-670|52|2|0|1|0.0|3218.0
15|72130|272|5|600-670|59|2|0|1|0.0|20440.0
15|68145|272|5|600-670|59|1|1|1|0.0|2281.149
15|68145|272|5|600-670|81|1|1|1|0.0|1926.852
15|68145|272|5|600-670|52|2|1|1|0.0|9201.818
15|20693|272|5|600-670|81|1|1|1|0.0|2383.878
15|20693|272|5|600-670|4|2|1|1|0.0|2287.2
15|20693|272|5|600-670|52|2|1|1|0.0|15995.081
15|66052|272|16|600-670|81|2|0|1|0.0|12450.0
15|53171|272|16|600-670|59|1|0|1|0.0|1704.0
15|25377|272|16|600-670|59|1|0|1|0.0|7080.5
15|47612|272|16|600-670|59|1|0|1|0.0|1597.5
15|28239|272|16|600-670|17|1|0|1|0.0|4657.821
15|58595|272|16|600-670|81|2|0|1|0.0|22480.0
15|62629|272|16|600-670|81|1|0|1|0.0|7411.0
15|34512|272|16|600-670|59|1|0|1|0.0|57790.0
15|87873|272|16|600-670|59|1|0|1|0.0|15377.76
15|87873|272|16|600-670|32|2|0|1|0.0|9784.176
15|87873|272|16|600-670|59|2|0|1|0.0|22819.032
15|50343|272|16|600-670|87|1|0|0|0.0|19950.0
15|50343|272|16|600-670|17|1|0|1|0.0|2912.179
15|60279|272|5|600-670|87|1|0|0|0.0|8260.0
15|37077|272|5|600-670|59|1|0|1|0.0|304.524
15|53137|272|16|600-670|81|1|1|1|0.0|6407.226
15|53137|272|16|600-670|4|2|1|1|0.0|38577.44
15|34977|272|16|600-670|32|1|0|1|0.0|90.0
15|34977|272|16|600-670|4|2|1|1|0.0|14037.69
15|19679|272|16|600-670|15|2|0|1|0.0|18730.0
15|19679|272|16|600-670|32|2|0|1|0.0|31075.996
15|19679|272|16|600-670|52|2|0|1|0.0|22280.0
15|69552|272|16|600-670|59|1|0|1|0.0|4524.12
15|69552|272|16|600-670|59|2|0|1|0.0|6713.334
15|69552|272|16|600-670|65|2|0|1|0.0|6740.0
15|62606|272|16|600-670|81|1|0|1|0.0|2020.0
15|65838|272|16|600-670|59|1|0|1|0.0|3698.12
15|65838|272|16|600-670|59|2|0|1|0.0|5487.634
15|69138|939|16|605-615|17|1|0|1|0.0|21290.0
15|70449|939|16|605-615|17|1|0|1|0.0|13010.0
15|80485|939|16|605-615|59|1|0|1|0.0|5300.0
15|50093|939|16|605-615|17|1|0|1|0.0|5540.0
15|59874|939|16|605-615|81|1|0|1|0.0|5950.0
15|38443|939|16|605-615|17|1|0|1|0.0|4525.16
15|51130|939|16|605-615|59|1|0|1|0.0|12350.0
15|25846|939|16|605-615|59|1|0|1|0.0|530.61
15|27761|700|16|600-610|59|1|0|1|0.0|10870.0
15|13762|700|16|600-610|17|1|0|1|0.0|9311.4
15|56879|700|16|600-610|17|1|0|1|0.0|5468.6
15|56879|700|16|600-610|59|1|0|1|0.0|4960.0
15|6454|700|16|600-610|59|1|0|1|0.0|14280.0
15|6454|700|16|600-610|81|1|0|1|0.0|4950.0
15|22879|700|16|600-610|87|1|0|0|0.0|10800.0
15|22879|700|16|600-610|17|1|0|1|0.0|5741.325
15|61934|700|16|600-610|17|1|0|1|0.0|3948.675
15|23421|700|16|600-610|17|1|0|1|0.0|1104.0
15|48438|700|16|600-610|17|1|0|1|0.0|3199.7
15|96414|700|16|600-610|17|1|0|1|0.0|3330.3
15|39276|700|16|600-610|17|2|0|1|0.0|3700.0
15|81397|700|16|600-610|17|1|0|1|0.0|2967.69
15|27819|700|16|600-610|17|1|0|1|0.0|35696.0
15|27819|700|16|600-610|59|1|0|1|0.0|8610.0
15|39081|700|16|600-610|17|1|0|1|0.0|2642.31
15|16488|700|16|600-610|32|2|0|1|0.0|3010.0
15|61177|700|16|600-610|32|2|0|1|0.0|36780.0
15|61177|700|16|600-610|17|2|0|1|0.0|56640.0
15|61177|700|16|600-610|52|2|0|1|0.0|54040.0
15|42164|700|16|600-610|17|2|0|1|0.0|5550.0
15|60635|700|16|600-610|17|1|0|1|0.0|12740.0
15|48807|700|16|600-610|17|1|0|1|0.0|2114.84
15|55225|677|5|610|32|2|0|1|0.0|13167.0
15|2916|677|5|610|32|2|0|1|0.0|22400.0
15|2916|677|5|610|17|2|0|1|0.0|12529.0
15|2916|677|5|610|59|2|0|1|0.0|12350.0
15|96847|677|5|610|17|2|0|1|0.0|2211.0
15|34500|677|5|610|32|2|0|1|0.0|10773.0
15|68807|839|5|610|17|1|0|1|0.0|11160.0
15|44625|839|5|610|17|2|0|1|0.0|2916.648
15|37363|839|5|610|17|2|0|1|0.0|9943.352
15|90901|839|5|610|59|2|0|1|0.0|57427.7
15|56788|839|5|610|59|1|1|1|0.0|33150.0
15|56788|839|5|610|59|1|0|1|0.0|10.0
15|56788|839|5|610|4|2|1|1|0.0|11630.0
15|92583|839|5|610|87|1|0|0|0.0|6410.0
15|92583|839|5|610|68|1|0|0|0.0|9400.0
15|92583|839|5|610|17|1|0|1|0.0|3403.0
15|11395|839|5|610|17|1|0|1|0.0|15120.0
15|11395|839|5|610|17|2|0|1|0.0|11220.0
15|56446|839|5|610|59|1|0|1|0.0|4600.486
15|61431|839|5|610|59|1|0|1|0.0|3510.0
15|61431|839|5|610|59|2|0|1|0.0|19410.0
15|97941|839|5|610|17|1|0|1|0.0|2050.0
15|99146|839|5|610|17|1|0|1|0.0|6480.0
15|17407|839|5|610|59|1|0|1|0.0|12779.514
15|30114|839|5|610|59|2|0|1|0.0|11762.3
15|86267|839|5|610|52|1|0|1|0.0|3620.0
15|57440|839|5|610|32|2|0|1|0.0|11420.0
15|67670|751|5|600-620|17|1|0|1|0.0|798.0
15|67670|751|5|600-620|17|2|0|1|0.0|4650.0
15|77844|751|5|600-620|59|2|0|1|0.0|4320.0
15|13313|751|5|600-620|17|1|0|1|0.0|14200.0
15|93970|751|5|600-620|59|2|0|1|0.0|4320.0
15|56863|751|5|600-620|17|1|0|1|0.0|1596.0
15|56863|751|5|600-620|17|2|0|1|0.0|9300.0
15|28410|751|5|600-620|17|1|0|1|0.0|5586.0
15|28410|751|5|600-620|17|2|0|1|0.0|32550.0
15|47465|751|5|600-620|17|1|0|1|0.0|2520.0
15|49130|751|5|600-620|17|1|0|1|0.0|4537.0
15|35410|751|5|600-620|17|1|0|1|0.0|12432.42
15|85541|751|5|600-620|17|1|0|1|0.0|1367.58
15|24382|751|5|600-620|17|1|0|1|0.0|3565.0
15|66801|751|5|600-620|17|1|0|1|0.0|12026.814
15|8332|751|5|600-620|17|1|0|1|0.0|4663.186
15|93538|373|5|670|17|1|0|1|0.0|12580.0
15|93538|373|5|670|59|1|0|1|0.0|8490.0
15|69576|373|5|670|68|1|0|0|0.0|5376.71
15|75702|373|5|670|17|1|0|1|0.0|6970.0
15|75702|373|5|670|17|2|0|1|0.0|6660.0
15|20456|373|5|670|59|1|0|1|0.0|14730.0
15|85546|373|5|670|68|1|0|0|0.0|28908.155
15|91794|373|5|670|68|1|0|0|0.0|975.135
15|33453|170|5|620-640|17|1|0|1|0.0|3124.6
15|91148|170|5|620-640|17|1|0|1|0.0|6065.4
15|31899|170|5|620-640|17|1|0|1|0.0|9750.0
15|54128|170|18|620-640|17|1|0|1|0.0|4792.684
15|50799|170|18|620-640|17|1|0|1|0.0|3667.222
15|8413|170|18|620-640|17|1|0|1|0.0|3760.094
15|13154|209|18|620-640|15|2|0|1|0.0|2418.26
15|66551|209|18|620-640|17|1|0|1|0.0|4300.0
15|84270|209|18|620-640|17|1|0|1|0.0|4860.0
15|49778|209|18|620-640|52|1|0|1|0.0|3115.8
15|12930|209|18|620-640|40|1|0|1|0.0|1570.348
15|25671|209|18|620-640|52|1|0|1|0.0|2654.2
15|25671|209|18|620-640|15|2|0|1|0.0|13312.22
15|25690|209|18|620-640|87|1|0|0|0.0|5390.0
15|5897|209|18|620-640|15|2|0|1|0.0|10469.52
15|66667|209|18|620-640|32|2|0|1|0.0|14800.0
15|63812|209|18|620-640|40|1|0|1|0.0|1810.328
15|65375|209|18|620-640|32|2|0|1|0.0|12479.544
15|90366|252|18|650|17|2|0|1|0.0|14880.0
15|78210|252|18|650|32|2|0|1|0.0|32540.456
15|70411|307|18|640|17|2|1|1|0.0|23200.0
15|52304|307|18|640|52|2|1|1|0.0|18400.0
15|76319|307|18|640|52|2|1|1|0.0|31600.0
15|15074|307|18|640|59|2|1|1|0.0|42940.0
15|44713|511|16|620|59|1|0|1|0.0|6780.0
15|39495|511|16|620|17|1|0|1|0.0|14660.0
15|66350|417|18|660-680|32|2|0|1|0.0|17470.0
15|66350|417|18|660-680|59|2|0|1|0.0|21570.0
15|16785|417|18|660-680|15|2|0|1|0.0|6340.0
15|16785|417|18|660-680|52|2|0|1|0.0|1911.0
15|82928|417|18|660-680|15|2|0|1|0.0|29880.0
15|82928|417|18|660-680|32|2|0|1|0.0|18320.0
15|56971|417|18|660-680|59|2|0|1|0.0|30140.0
15|63365|417|18|660-680|59|1|0|1|0.0|14160.0
15|72760|417|18|660-680|32|2|0|1|0.0|9820.0
15|87434|417|18|660-680|15|2|0|1|0.0|10800.0
15|76588|417|18|660-680|32|2|0|1|0.0|25170.0
15|76588|417|18|660-680|59|2|0|1|0.0|13230.0
15|55497|417|18|660-680|59|1|0|1|0.0|20220.0
15|71764|36|18|630-640|87|2|0|0|0.0|26950.0
15|71764|36|18|630-640|17|2|0|1|0.0|25607.4
15|4052|36|18|630-640|17|2|0|1|0.0|16461.9
15|17043|36|18|630-640|17|2|0|1|0.0|18900.7
15|52973|36|18|630-640|43|1|0|0|0.0|1970.0
15|52973|36|18|630-640|43|2|0|0|0.0|9820.0
15|89602|266|18|650-660|32|2|0|1|0.0|10692.5
15|39112|266|18|650-660|32|2|0|1|0.0|50647.5
15|43256|266|18|650-660|87|2|0|0|0.0|10070.0
15|4032|266|18|650-660|87|1|0|0|0.0|2370.0
15|45514|266|18|650-660|87|1|0|0|0.0|3760.0
15|93168|266|18|650-660|59|1|0|1|0.0|9116.0
15|67743|266|18|650-660|59|1|0|1|0.0|6837.0
15|55823|266|18|650-660|59|1|0|1|0.0|6837.0
15|38025|266|18|650-660|59|1|0|1|0.0|23620.0
15|11536|803|5|630-640|32|2|0|1|0.0|6810.0
15|75171|803|5|630-640|17|2|0|1|0.0|9613.1
15|98140|803|5|630-640|87|2|0|0|0.0|1720.0
15|98140|803|5|630-640|59|2|0|1|0.0|35464.0
15|98140|803|5|630-640|84|2|0|0|0.0|3851.4
15|78281|803|5|630-640|59|2|0|1|0.0|29016.0
15|74427|803|5|630-640|17|2|0|1|0.0|8372.7
15|92544|803|5|630-640|17|1|0|1|0.0|5550.0
15|21807|803|5|630-640|59|1|0|1|0.0|5310.0
15|10091|803|5|630-640|87|1|0|0|0.0|5090.0
15|85548|803|5|630-640|32|2|0|1|0.0|14200.0
15|85548|803|5|630-640|26|2|0|1|0.0|46370.0
15|85548|803|5|630-640|52|2|0|1|0.0|1011.2
15|85548|803|5|630-640|84|2|0|0|0.0|1965.0
15|71300|803|5|630-640|68|1|0|0|0.0|6250.0
15|71300|803|5|630-640|52|2|0|1|0.0|2148.8
15|71300|803|5|630-640|84|2|0|0|0.0|2043.6
15|5308|803|5|630-640|59|1|0|1|0.0|6600.0
15|88691|803|5|630-640|17|2|0|1|0.0|13024.2
15|92187|284|5|630-670|17|1|0|1|0.0|12804.212
15|4593|284|5|630-670|17|1|0|1|0.0|1057.0
15|10311|284|5|630-670|17|1|0|1|0.0|9513.0
15|2083|284|5|630-670|59|1|0|1|0.0|26140.0
15|38481|284|5|630-670|59|1|0|1|0.0|6853.0
15|84689|284|5|630-670|87|1|0|0|0.0|10172.19
15|84689|284|5|630-670|92|1|0|0|0.0|2546.874
15|84689|284|5|630-670|59|1|0|1|0.0|2690.0
15|18158|284|5|630-670|81|1|0|1|0.0|6890.0
15|18158|284|5|630-670|81|2|0|1|0.0|10830.0
15|65878|284|5|630-670|68|1|0|0|0.0|1025.7
15|65878|284|5|630-670|84|1|0|0|0.0|5320.0
15|93435|284|5|630-670|17|1|0|1|0.0|9845.7
15|81034|284|5|630-670|87|1|0|0|0.0|14607.81
15|81034|284|5|630-670|68|1|0|0|0.0|12950.0
15|81034|284|5|630-670|92|1|0|0|0.0|4223.126
15|81034|284|5|630-670|17|1|0|1|0.0|10330.0
15|11587|284|5|630-670|87|1|0|0|0.0|8290.0
15|11587|284|5|630-670|68|1|0|0|0.0|1604.3
15|11587|284|5|630-670|59|1|0|1|0.0|7690.0
15|28362|284|5|630-670|9|2|0|0|0.0|4640.0
15|20712|284|5|630-670|59|1|0|1|0.0|9570.0
15|66472|284|5|630-670|17|1|0|1|0.0|2150.088
15|91040|284|5|630-670|52|1|0|1|0.0|3660.0
15|91040|284|5|630-670|59|1|0|1|0.0|4160.0
15|91040|284|5|630-670|81|1|0|1|0.0|3040.0
15|40675|284|5|630-670|59|1|0|1|0.0|2047.0
15|94152|559|5|700|59|1|0|1|0.0|9260.0
15|38681|559|16|700|59|1|0|1|0.0|1430.0
15|44150|653|18|635|59|1|0|1|0.0|15200.0
15|44150|653|18|635|32|2|0|1|0.0|7290.0
15|44150|653|18|635|9|2|0|0|0.0|10190.0
15|79247|653|18|635|32|2|0|1|0.0|31150.0
15|79247|653|18|635|59|2|0|1|0.0|10220.0
15|8954|653|18|635|32|2|0|1|0.0|5281.9
15|73831|653|18|635|32|2|0|1|0.0|2174.9
15|29262|653|18|635|17|2|0|1|0.0|17032.4
15|29262|653|18|635|59|2|0|1|0.0|26356.0
15|37371|653|18|635|32|2|0|1|0.0|7456.8
15|89417|653|18|635|32|2|0|1|0.0|16156.4
15|89417|653|18|635|17|2|0|1|0.0|21677.6
15|89417|653|18|635|59|2|0|1|0.0|39534.0
15|11220|653|18|635|87|1|0|0|0.0|960.0
15|11220|653|18|635|17|1|0|1|0.0|7860.0
15|83760|653|18|635|17|1|0|1|0.0|10280.0
15|70754|669|18|645-660|59|2|0|1|0.0|33946.605
15|20041|669|18|645-660|59|2|0|1|0.0|62083.395
15|20041|669|18|645-660|65|2|0|1|0.0|25930.0
15|80942|513|18|610-635|17|2|0|1|0.0|16302.0
15|38512|513|18|610-635|17|2|0|1|0.0|20105.8
15|84051|513|18|610-635|17|1|0|1|0.0|4382.4
15|84051|513|18|610-635|17|2|0|1|0.0|56826.0
15|84051|513|18|610-635|59|2|0|1|0.0|23371.2
15|2360|513|18|610-635|59|2|0|1|0.0|43934.4
15|52160|513|18|610-635|17|1|0|1|0.0|2257.6
15|52160|513|18|610-635|17|2|0|1|0.0|29274.0
15|50486|513|18|610-635|59|2|0|1|0.0|19908.8
15|10376|513|18|610-635|9|2|0|0|0.0|29690.0
15|10376|513|18|610-635|17|2|0|1|0.0|17932.2
15|10376|513|18|610-635|59|2|0|1|0.0|78105.6
15|93417|353|7|590-600|59|2|0|1|0.0|11240.0
15|13871|353|7|590-600|68|1|0|0|0.0|8700.0
15|13871|353|7|590-600|17|1|0|1|0.0|5810.0
15|13871|353|7|590-600|59|1|0|1|0.0|3090.618
15|71755|353|19|590-600|17|1|0|1|0.0|1175.2
15|71755|353|19|590-600|59|1|0|1|0.0|2330.0
15|51796|353|7|590-600|68|1|0|0|0.0|1280.0
15|26997|616|7|630-640|81|1|0|1|0.0|1588.39
15|41607|616|7|630-640|59|1|0|1|0.0|6560.0
15|89430|616|7|630-640|59|1|0|1|0.0|2860.0
15|12574|616|7|630-640|87|2|0|0|0.0|7987.07
15|36918|616|7|630-640|17|1|0|1|0.0|8950.0
15|16747|616|7|630-640|17|1|0|1|0.0|2473.96
15|72950|616|7|630-640|17|1|0|1|0.0|2580.126
15|32795|616|7|630-640|17|1|0|1|0.0|4685.914
15|32795|616|7|630-640|32|2|0|1|0.0|36540.0
15|32795|616|7|630-640|17|2|0|1|0.0|12140.0
15|32795|616|7|630-640|59|2|0|1|0.0|26800.0
15|39311|616|7|630-640|17|1|0|1|0.0|2166.055
15|9474|616|7|630-640|68|1|0|0|0.0|580.0
15|85840|616|7|630-640|87|2|0|0|0.0|15462.93
15|58378|616|7|630-640|81|1|0|1|0.0|10260.0
15|26725|616|7|630-640|87|1|0|0|0.0|2750.0
15|26725|616|7|630-640|68|1|0|0|0.0|1990.0
15|27922|616|7|630-640|81|1|0|1|0.0|2271.61
