CAMPAÑA,ID_FINCA,ID_ZONA,ID_ESTACION,ALTITUD,VARIEDAD,MODO,TIPO,COLOR,SUPERFICIE,PRODUCCION,PRODUCCION_HISTORICA_MEDIA,temperature_mean,temperature_max,temperature_min,precip24Hour_mean,precip24Hour_sum,relativeHumidity_mean
14,18139,506,7,610.0,59,1,0,1,3.2533,6770.0,10300.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,18139,506,7,610.0,17,2,0,1,3.2533,12590.4,8535.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18139,506,7,610.0,17,1,0,1,3.2533,7110.0,9886.800000000001,26.565625,36.4,16.2,0.0,0.0,44.759375
15,18139,506,7,610.0,59,1,0,1,3.2533,2220.0,9192.6,26.565625,36.4,16.2,0.0,0.0,44.759375
16,18139,506,7,610.0,17,1,0,1,3.2533,8090.0,7798.08,15.705425372272884,40.9,-4.0,1.2759066759066757,11046.8,71.1683056325023
16,18139,506,7,610.0,59,1,0,1,3.2533,8010.0,7846.733333333334,15.705425372272884,40.9,-4.0,1.2759066759066757,11046.8,71.1683056325023
17,18139,506,7,610.0,17,1,0,1,3.2533,5920.0,7870.057142857143,15.736726730173306,39.3,-5.3,2.30067714908757,20045.8,69.43474119132331
18,18139,506,7,610.0,17,1,0,1,3.2533,7200.0,7626.3,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
19,18139,506,7,610.0,17,1,0,1,3.2533,4420.0,7578.9333333333325,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
20,18139,506,7,610.0,17,1,0,1,3.2533,2550.0,7263.039999999999,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
20,18139,506,7,610.0,52,2,0,1,1.5088,5330.0,6834.581818181818,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
21,18139,506,7,610.0,52,2,0,1,1.5088,,6709.2,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
15,18158,284,5,650.0,81,1,0,1,1.85,6890.0,0.0,26.325,37.0,15.6,0.0,0.0,46.94375
15,18158,284,5,650.0,81,2,0,1,1.85,10830.0,6890.0,26.325,37.0,15.6,0.0,0.0,46.94375
16,18158,284,5,650.0,81,1,0,1,1.85,5830.0,8860.0,15.465358420870368,40.8,-3.9,1.512843612843613,13098.2,72.79728762696213
16,18158,284,5,650.0,81,2,0,1,1.85,8070.0,7850.0,15.465358420870368,40.8,-3.9,1.512843612843613,13098.2,72.79728762696213
17,18158,284,5,650.0,81,1,0,1,1.85,5450.0,7905.0,15.549431883392632,39.6,-6.4,2.445736256168943,21309.7,70.25519338918856
17,18158,284,5,650.0,81,2,0,1,1.85,6080.0,7414.0,15.549431883392632,39.6,-6.4,2.445736256168943,21309.7,70.25519338918856
18,18158,284,5,650.0,81,2,0,1,1.85,8940.0,7191.666666666667,14.773505839248912,38.6,-5.2,1.1032745591939546,9636.0,66.50934279825967
19,18158,284,5,650.0,81,1,0,1,1.85,6820.0,7441.428571428572,14.761641330437765,37.4,-7.4,1.3924105612069952,12182.2,66.03196936792776
19,18158,284,5,650.0,81,2,0,1,1.85,7950.0,7363.75,14.761641330437765,37.4,-7.4,1.3924105612069952,12182.2,66.03196936792776
20,18158,284,5,650.0,81,1,0,1,1.85,2770.0,7428.888888888889,15.630265406082698,38.6,-1.1,1.5465087139765348,13576.8,68.23233853514067
20,18158,284,5,650.0,81,2,0,1,1.85,9060.0,6963.0,15.630265406082698,38.6,-1.1,1.5465087139765348,13576.8,68.23233853514067
21,18158,284,5,650.0,81,1,0,1,1.85,,7153.636363636364,15.463022618231664,40.0,-4.5,0.701507882111035,6141.0,65.25177061914553
21,18158,284,5,650.0,81,2,0,1,1.85,,7153.636363636364,15.463022618231664,40.0,-4.5,0.701507882111035,6141.0,65.25177061914553
20,18318,845,16,647.5,81,2,0,1,0.8953,1820.0,0.0,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,18318,845,16,647.5,81,2,0,1,0.8953,,1820.0,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,18372,412,15,605.0,32,2,0,1,0.706,8370.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18372,412,15,605.0,32,2,0,1,0.706,13410.0,8370.0,26.759375,36.0,16.5,0.0,0.0,43.0125
16,18372,412,15,605.0,32,2,0,1,0.706,11620.0,10890.0,15.261399053445688,40.2,-4.0,1.4003811503811503,12124.5,72.45013850415512
17,18372,412,15,605.0,32,2,0,1,0.706,9120.0,11133.333333333334,15.18133823023069,38.5,-5.4,2.3470216917250086,20449.6,69.7971881097211
18,18372,412,15,605.0,32,2,0,1,0.706,6280.0,10630.0,14.31360201511335,38.2,-4.4,1.146691092283032,10015.2,66.16230822074651
19,18372,412,15,605.0,32,2,0,1,0.706,8380.0,9760.0,14.423214081609327,36.3,-6.7,1.5253857583723855,13345.6,65.09073036918505
20,18372,412,15,605.0,32,2,0,1,0.706,11200.0,9530.0,15.29116072445609,37.8,-2.2,1.429912290693701,12553.2,67.48979382617611
21,18372,412,15,605.0,32,2,0,1,0.706,,9768.57142857143,14.93983321909984,39.5,-5.3,0.7081905414667581,6199.5,65.08466986520448
14,18408,501,12,480.0,59,2,0,1,0.502,1754.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18408,501,12,480.0,59,2,0,1,0.502,3715.557,1754.0,26.9375,36.5,16.8,0.0,0.0,44.290625
16,18408,501,12,480.0,59,2,0,1,0.502,1354.053,2734.7785,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
17,18408,501,12,480.0,59,2,0,1,0.502,1929.21,2274.5366666666664,16.124870882589235,39.5,-4.9,2.5008263514288993,21789.7,69.32069321703202
18,18408,501,12,480.0,59,2,0,1,0.502,2354.718,2188.205,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
19,18408,501,12,480.0,59,2,0,1,0.502,2397.99,2221.5076,15.551708766716196,37.7,-5.7,1.5205394902274547,13303.2,64.97092239113042
20,18408,501,12,480.0,59,2,0,1,0.502,1536.156,2250.921333333333,16.360485248889397,39.1,-0.9,1.5527622736074724,13631.7,67.8098758400729
21,18408,501,12,480.0,59,2,0,1,0.502,,2148.812,16.0309915467215,40.9,-3.7,0.7330249029015307,6416.9,65.6128169979438
16,18410,990,18,665.0,32,2,0,1,1.03,5081.3,0.0,15.411231674939398,40.6,-3.9,1.558188958188958,13490.8,72.62255309325947
17,18410,990,18,665.0,32,2,0,1,1.03,3111.5,5081.3,15.495925628371399,39.5,-5.8,2.5518650292666134,22234.4,70.23158498794905
18,18410,990,18,665.0,32,2,0,1,1.03,3954.3,4096.4,14.726780398442866,37.8,-4.3,1.1095832379207695,9691.1,66.47766201053355
19,18410,990,18,665.0,32,2,0,1,1.03,3562.3,4049.0333333333333,14.773151217281976,36.9,-6.3,1.3796090981826494,12070.2,65.62450565778947
20,18410,990,18,665.0,32,2,0,1,1.03,4120.9,3927.3500000000004,15.627292402323727,38.2,-0.8,1.620913543683791,14230.0,67.8300261988837
21,18410,990,18,665.0,32,2,0,1,1.03,,3966.06,15.382373771989947,39.9,-4.4,0.814781814027873,7132.6,65.23698880511766
18,18438,401,10,525.0,59,2,0,1,4.3138,1528.875,0.0,15.96475841538814,38.0,-1.5,1.1923059308449737,10413.6,65.35378978703916
19,18438,401,10,525.0,59,1,0,1,4.3138,7804.251,1528.875,16.095713795862384,37.0,-2.5,1.4472511144130757,12662.0,64.20635501200137
19,18438,401,10,525.0,59,2,0,1,4.3138,7451.678,4666.563,16.095713795862384,37.0,-2.5,1.4472511144130757,12662.0,64.20635501200137
20,18438,401,10,525.0,59,2,0,1,4.3138,26776.49,5594.934666666667,16.842487754869577,38.7,0.4,1.7565781979724342,15421.0,66.83191707483769
21,18438,401,10,525.0,59,2,0,1,4.3138,,10890.3235,16.43960475211332,40.2,-2.4,0.8924605894448253,7812.6,65.22026502170436
14,18515,987,19,490.0,32,2,0,1,0.1,138.2,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18515,987,19,490.0,32,2,0,1,0.1,170.2,138.2,26.740625,37.0,16.3,0.0,0.0,46.434375
16,18515,987,19,490.0,32,2,0,1,0.1,188.8,154.2,16.03179037285005,41.4,-3.6,1.329071379071379,11507.1,71.71724376731301
17,18515,987,19,490.0,32,2,0,1,0.1,242.125,165.73333333333332,16.13244577068748,39.9,-5.1,2.324101916676231,20249.9,69.66391598760472
18,18515,987,19,490.0,32,2,0,1,0.1,374.725,184.83125,15.433879093198993,38.9,-3.6,1.053629493931761,9202.4,65.88928326081978
19,18515,987,19,490.0,32,2,0,1,0.1,310.05,222.81,15.516790490341753,37.8,-6.0,1.483072351125843,12975.4,65.21772774031318
20,18515,987,19,490.0,32,2,0,1,0.1,653.64,237.35,16.34114363822759,39.0,-0.8,1.5009454379769904,13176.8,67.77515662376125
21,18515,987,19,490.0,32,2,0,1,0.0799,,296.82,16.10098240804204,40.8,-4.1,0.6585103952478867,5764.6,65.2077678775417
14,18581,379,16,620.0,59,2,0,1,0.2045,1350.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18581,379,16,620.0,59,2,0,1,0.2045,1930.0,1350.0,26.95,37.2,15.9,0.0,0.0,45.45625
16,18581,379,16,620.0,59,2,0,1,0.2045,1599.696,1640.0,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,18581,379,16,620.0,59,2,0,1,0.2045,537.57,1626.5653333333332,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,18581,379,16,620.0,59,2,0,1,0.2045,1123.44,1354.3165,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,18581,379,16,620.0,59,2,0,1,0.2045,1194.6,1308.1412,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,18581,379,16,620.0,59,2,0,1,0.2045,1314.965,1289.2176666666667,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,18581,379,16,620.0,59,2,0,1,0.2045,,1292.8958571428573,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,18632,165,8,700.0,52,2,0,1,8.0,16050.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18632,165,8,700.0,52,2,0,1,8.0,25390.0,16050.0,27.43125,36.0,17.9,0.0,0.0,40.01875
16,18632,165,8,700.0,52,1,0,1,8.0,580.0,20720.0,15.541071222440262,40.2,-3.5,1.4315199815199815,12394.1,71.35428208679593
16,18632,165,8,700.0,52,2,0,1,8.0,33540.0,14006.666666666666,15.541071222440262,40.2,-3.5,1.4315199815199815,12394.1,71.35428208679593
17,18632,165,8,700.0,52,2,0,1,8.0,21540.0,18890.0,15.297015953173418,38.6,-5.7,2.332181797314358,20320.3,69.69006082864685
18,18632,165,8,700.0,52,2,0,1,8.0,36350.0,19420.0,14.395477444469888,40.0,-4.2,1.136947561254866,9930.1,66.40367529196244
19,18632,165,8,700.0,52,1,0,1,8.0,400.0,22241.666666666668,14.600137158532405,36.7,-6.6,1.3563607269402216,11866.8,65.05953823294091
19,18632,165,8,700.0,52,2,0,1,8.0,23010.0,19121.428571428572,14.600137158532405,36.7,-6.6,1.3563607269402216,11866.8,65.05953823294091
20,18632,165,8,700.0,52,1,0,1,8.0,1080.0,19607.5,15.485966510992139,37.9,-2.5,1.343193985647568,11791.9,67.56779815468731
20,18632,165,8,700.0,52,2,0,1,8.0,34380.0,17548.88888888889,15.485966510992139,37.9,-2.5,1.343193985647568,11791.9,67.56779815468731
21,18632,165,8,700.0,52,1,0,1,8.0,,19232.0,15.08342472012794,39.6,-5.2,0.6756111491889423,5914.3,65.3030728809687
21,18632,165,8,700.0,52,2,0,1,8.0,,19232.0,15.08342472012794,39.6,-5.2,0.6756111491889423,5914.3,65.3030728809687
14,18642,732,7,590.0,59,1,0,1,1.2036,1710.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18642,732,7,590.0,59,1,0,1,1.2036,2260.0,1710.0,26.565625,36.4,16.2,0.0,0.0,44.759375
16,18642,732,7,590.0,59,1,0,1,1.2036,2840.0,1985.0,15.705425372272884,40.9,-4.0,1.2759066759066757,11046.8,71.1683056325023
17,18642,732,7,590.0,59,1,0,1,1.2036,760.0,2270.0,15.736726730173306,39.3,-5.3,2.30067714908757,20045.8,69.43474119132331
18,18642,732,7,590.0,59,1,0,1,1.2036,600.0,1892.5,15.019647355163729,38.7,-4.0,1.091252576139226,9531.0,65.85907945958323
19,18642,732,7,590.0,59,1,0,1,1.2036,1340.0,1634.0,15.135569779403362,37.4,-6.5,1.5775517201965938,13802.0,65.0558006629329
20,18642,732,7,590.0,59,1,0,1,1.2036,1090.0,1585.0,16.00682310058093,38.8,-1.4,1.4867638683221323,13052.3,67.45891331586742
21,18642,732,7,590.0,59,1,0,1,1.2036,,1514.2857142857142,15.693660041124057,40.4,-4.7,0.6753369888051176,5911.9,65.13917066483894
14,18939,44,7,630.0,59,1,0,1,2.013418139750116,1680.9,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18939,44,7,630.0,59,1,0,1,2.013418139750116,4223.7,1680.9,26.565625,36.4,16.2,0.0,0.0,44.759375
16,18939,44,7,630.0,59,1,0,1,2.013418139750116,1860.3,2952.3,15.705425372272884,40.9,-4.0,1.2759066759066757,11046.8,71.1683056325023
14,18958,510,15,600.0,17,1,0,1,1.9681952872062665,1220.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18958,510,15,600.0,17,1,0,1,1.9681952872062665,1250.0,1220.0,26.759375,36.0,16.5,0.0,0.0,43.0125
16,18958,510,15,600.0,17,1,0,1,1.9681952872062665,540.0,1235.0,15.261399053445688,40.2,-4.0,1.4003811503811503,12124.5,72.45013850415512
18,18958,510,15,600.0,17,1,0,1,1.9681952872062665,670.0,1003.3333333333334,14.31360201511335,38.2,-4.4,1.146691092283032,10015.2,66.16230822074651
19,18958,510,15,600.0,17,1,0,1,1.9681952872062665,510.0,920.0,14.423214081609327,36.3,-6.7,1.5253857583723855,13345.6,65.09073036918505
14,18976,464,14,655.0,32,2,0,1,3.071040769230769,1040.4,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,18976,464,14,655.0,32,2,0,1,3.071040769230769,19850.0,1040.4,26.8,35.5,16.9,0.0,0.0,41.1875
16,18976,464,14,655.0,32,2,0,1,3.071040769230769,11920.0,10445.2,14.905910192773865,39.7,-4.3,1.4217833217833218,12309.8,72.59419436749769
17,18976,464,14,655.0,32,2,0,1,3.071040769230769,17480.0,10936.800000000001,14.675714449672903,37.9,-6.0,2.384781361184437,20778.6,70.2773671525307
18,18976,464,14,655.0,32,2,0,1,3.071040769230769,15320.0,12572.6,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
19,18976,464,14,655.0,32,2,0,1,3.071040769230769,18310.0,13122.079999999998,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
18,19067,919,14,655.0,68,1,0,0,0.525,10950.0,0.0,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
18,19067,919,14,655.0,59,1,0,1,0.525,2870.0,10950.0,13.725898786352188,38.6,-4.8,1.1445271353331805,9996.3,66.76520494618732
19,19067,919,14,655.0,68,1,0,0,0.525,12910.0,6910.0,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
19,19067,919,14,655.0,59,1,0,1,0.525,1650.0,8910.0,13.879334781117842,35.7,-7.0,1.4883872442564865,13021.9,65.46889930277746
20,19067,919,14,655.0,68,1,0,0,0.525,9490.0,7095.0,14.742134639480579,37.1,-2.9,1.422690511447773,12489.8,67.97464403690626
20,19067,919,14,655.0,59,1,0,1,0.525,1420.0,7574.0,14.742134639480579,37.1,-2.9,1.422690511447773,12489.8,67.97464403690626
21,19067,919,14,655.0,68,1,0,0,0.525,,6548.333333333333,14.366997943797122,39.2,-5.8,0.7119031299977153,6232.0,65.58618917066484
21,19067,919,14,655.0,59,1,0,1,0.525,,6548.333333333333,14.366997943797122,39.2,-5.8,0.7119031299977153,6232.0,65.58618917066484
14,19148,134,12,460.0,81,1,0,1,2.7024550116550117,1820.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,19148,134,12,460.0,81,2,0,1,2.7024550116550117,1450.0,1820.0,26.9375,36.5,16.8,0.0,0.0,44.290625
16,19148,134,12,460.0,59,1,0,1,2.013418139750116,389.0,1635.0,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
16,19148,134,12,460.0,81,2,0,1,2.7024550116550117,1200.0,1219.6666666666667,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
17,19148,134,12,460.0,59,1,0,1,2.013418139750116,307.0,1214.75,16.124870882589235,39.5,-4.9,2.5008263514288993,21789.7,69.32069321703202
17,19148,134,12,460.0,81,2,0,1,2.7024550116550117,760.0,1033.2,16.124870882589235,39.5,-4.9,2.5008263514288993,21789.7,69.32069321703202
18,19148,134,12,460.0,59,1,0,1,2.013418139750116,204.0,987.6666666666666,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
18,19148,134,12,460.0,81,1,0,1,2.7024550116550117,820.0,875.7142857142857,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
19,19148,134,12,460.0,81,1,0,1,2.7024550116550117,350.0,868.75,15.551708766716196,37.7,-5.7,1.5205394902274547,13303.2,64.97092239113042
17,19179,653,18,635.0,32,2,0,1,1.956,6990.0,0.0,15.495925628371399,39.5,-5.8,2.5518650292666134,22234.4,70.23158498794905
18,19179,653,18,635.0,32,2,0,1,1.956,19323.09,6990.0,14.726780398442866,37.8,-4.3,1.1095832379207695,9691.1,66.47766201053355
19,19179,653,18,635.0,15,1,0,1,1.956,1800.0,13156.545,14.773151217281976,36.9,-6.3,1.3796090981826494,12070.2,65.62450565778947
19,19179,653,18,635.0,15,2,0,1,1.956,8120.0,9371.03,14.773151217281976,36.9,-6.3,1.3796090981826494,12070.2,65.62450565778947
20,19179,653,18,635.0,15,2,0,1,1.956,21340.0,9058.2725,15.627292402323727,38.2,-0.8,1.620913543683791,14230.0,67.8300261988837
21,19179,653,18,635.0,15,2,0,1,1.956,,11514.617999999999,15.382373771989947,39.9,-4.4,0.814781814027873,7132.6,65.23698880511766
20,19272,272,5,635.0,81,1,1,1,1.88,2071.0,0.0,15.630265406082698,38.6,-1.1,1.5465087139765348,13576.8,68.23233853514067
21,19272,272,5,635.0,81,1,1,1,1.88,,2071.0,15.463022618231664,40.0,-4.5,0.701507882111035,6141.0,65.25177061914553
14,19342,737,7,630.0,87,1,0,0,1.7881032258064515,3510.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,19515,973,2,500.0,32,2,0,1,5.0139,18980.5,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,19515,973,2,500.0,32,2,0,1,5.0139,19544.0,18980.5,27.08125,36.2,16.5,0.0,0.0,44.421875
16,19515,973,2,500.0,32,2,0,1,5.0139,28147.0,19262.25,15.871626457347338,41.1,-7.0,1.1913721413721414,10314.9,71.78205216989842
17,19515,973,2,500.0,32,2,0,1,5.0139,25616.5,22223.833333333332,16.307712613336395,40.0,-3.6,1.8171927005623782,15833.2,68.08299093308848
18,19515,973,2,500.0,32,2,0,1,5.0139,32756.5,23072.0,15.582138768032975,37.6,-3.9,1.0331348752003664,9023.4,65.50542706663613
19,19515,973,2,500.0,32,2,0,1,5.0139,23492.0,25008.9,15.817247685449766,37.2,-5.4,1.3545205166304721,11850.7,63.437798605554924
20,19515,973,2,500.0,32,2,0,1,5.0139,20587.392,24756.083333333332,16.696799179861035,40.0,-1.6,1.2762957056612372,11204.6,65.68286820822418
21,19515,973,2,500.0,32,2,0,1,5.0139,,24160.556,16.27820424948595,39.8,-4.1,0.8927119031299977,7814.8,64.0388508110578
14,19605,724,16,610.0,17,1,0,1,5.0878,17262.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,19605,724,16,610.0,17,1,0,1,5.0878,13770.0,17262.0,26.95,37.2,15.9,0.0,0.0,45.45625
16,19605,724,16,610.0,17,1,0,1,5.0878,22734.0,15516.0,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,19605,724,16,610.0,17,1,0,1,5.0878,13644.0,17922.0,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,19605,724,16,610.0,17,1,0,1,5.0878,10026.0,16852.5,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,19605,724,16,610.0,17,1,0,1,5.0878,17589.15,15487.2,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,19605,724,16,610.0,17,1,0,1,5.0878,1393.236,15837.525,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,19605,724,16,610.0,17,1,0,1,5.2251,,13774.055142857143,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,19679,272,16,635.0,15,2,0,1,3.14,12480.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,19679,272,16,635.0,32,2,0,1,3.14,18004.4,12480.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,19679,272,16,635.0,52,2,0,1,3.14,12590.0,15242.2,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,19679,272,16,635.0,15,2,0,1,3.14,18730.0,14358.133333333333,26.95,37.2,15.9,0.0,0.0,45.45625
15,19679,272,16,635.0,32,2,0,1,3.14,31075.996,15451.1,26.95,37.2,15.9,0.0,0.0,45.45625
15,19679,272,16,635.0,52,2,0,1,3.14,22280.0,18576.0792,26.95,37.2,15.9,0.0,0.0,45.45625
16,19679,272,16,635.0,15,2,0,1,3.14,14420.0,19193.399333333335,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
16,19679,272,16,635.0,32,2,0,1,3.14,22563.024,18511.485142857146,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
16,19679,272,16,635.0,52,2,0,1,3.14,17390.0,19017.9275,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
16,19679,272,16,635.0,81,2,0,1,3.14,13156.8,18837.04666666667,15.603867020662587,40.5,-3.8,1.5087780087780087,13063.0,73.23467220683287
17,19679,272,16,635.0,15,2,0,1,3.14,14610.0,18269.022,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
17,19679,272,16,635.0,32,2,0,1,3.14,24291.375,17936.383636363636,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
17,19679,272,16,635.0,52,2,0,1,3.14,11270.0,18465.96625,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
17,19679,272,16,635.0,81,2,0,1,3.14,10545.6,17912.430384615385,15.601905199127739,39.2,-5.2,2.2608401239527143,19698.7,70.31615976127625
18,19679,272,16,635.0,15,2,0,1,3.14,19260.0,17386.228214285715,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
18,19679,272,16,635.0,32,2,0,1,3.14,29640.85,17511.146333333334,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
18,19679,272,16,635.0,52,2,0,1,3.14,17610.0,18269.2528125,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
18,19679,272,16,635.0,81,2,0,1,3.14,15633.6,18230.473235294117,14.705885046942981,38.0,-4.0,1.0890084726356766,9511.4,66.789867185711
19,19679,272,16,635.0,15,2,0,1,3.14,16200.0,18086.2025,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
19,19679,272,16,635.0,32,2,0,1,3.14,25764.975,17986.92868421053,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
19,19679,272,16,635.0,52,2,0,1,3.14,14580.0,18375.831,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
19,19679,272,16,635.0,81,2,0,1,3.14,13440.0,18195.077142857142,14.733615270316607,36.8,-6.6,1.6800434335352612,14698.7,65.7593667847754
20,19679,272,16,635.0,15,2,0,1,3.14,17920.0,17978.93727272727,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
20,19679,272,16,635.0,32,2,0,1,4.6865,38873.875,17976.374782608695,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
20,19679,272,16,635.0,52,2,0,1,2.6172,17780.0,18847.103958333333,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
20,19679,272,16,635.0,81,2,0,1,2.1638,17572.8,18804.4198,15.581102631279188,38.2,-1.5,1.4549265292174507,12772.8,67.89139993165509
21,19679,272,16,635.0,15,2,0,1,3.14,,18757.049807692307,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
21,19679,272,16,635.0,32,2,0,1,4.6865,,18757.049807692307,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
21,19679,272,16,635.0,52,2,0,1,2.6172,,18757.049807692307,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
21,19679,272,16,635.0,81,2,0,1,2.1638,,18757.049807692307,15.308190541466757,39.7,-4.8,0.9069568197395477,7939.5,65.21375371258853
14,19740,299,12,445.0,32,2,0,1,0.39,1860.0,0.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
14,19740,299,12,445.0,17,2,0,1,0.39,9530.0,1860.0,17.152758828391658,38.70546218487395,-1.097858498238005,1.217658846970329,10627.674789915965,64.24031081668085
15,19740,299,12,445.0,32,2,0,1,0.39,1870.0,5695.0,26.9375,36.5,16.8,0.0,0.0,44.290625
15,19740,299,12,445.0,17,2,0,1,0.39,9500.0,4420.0,26.9375,36.5,16.8,0.0,0.0,44.290625
16,19740,299,12,445.0,32,2,0,1,0.39,1450.0,5690.0,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
16,19740,299,12,445.0,17,2,0,1,0.39,7590.0,4842.0,16.13000115433453,41.1,-3.4,1.1002079002079002,9525.6,70.68434903047091
17,19740,299,12,445.0,17,2,0,1,0.39,5660.0,5300.0,16.124870882589235,39.5,-4.9,2.5008263514288993,21789.7,69.32069321703202
18,19740,299,12,445.0,32,2,0,1,0.39,2360.0,5351.428571428572,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
18,19740,299,12,445.0,17,2,0,1,0.39,7580.0,4977.5,15.4253377604763,39.5,-3.4,1.1328142889855737,9894.0,65.64182505152277
